country,unit,date_implemented,date_lifted,measure,level,measure_cat,measure_sub_cat,source,entered_by,reviewed_by
CH,CH-JU,2020-03-24,,Relaxation of rules concerning unemployment help and welfare benefits,cantonal,economic,,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/Mesures-cantonales-de-soutien-aux-secteurs-de-l-economie-du-social-et-de-la-formation.html,JB,FK
CH,CH-JU,2020-03-24,,Financial aid for recently created businesses,cantonal,economic,,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/Mesures-cantonales-de-soutien-aux-secteurs-de-l-economie-du-social-et-de-la-formation.html,JB,FK
CH,CH-JU,2020-03-25,,Telephone hotline to offer psychological support as well as psychological support facility in psychiatric hospital created,cantonal,other,,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/Proteger-les-personnes-souffrant-de-troubles-psychiatriques.html,JB,FK
CH,CH-JU,2020-03-27,,Online solidarity platform launched,cantonal,other,,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/COVID-19-deux-nouveaux-instruments-de-soutien-a-la-population-et-une-hotline-unique-pour-toutes-les-questions.html,JB,FK
CH,CH-JU,2020-03-27,,"Internet platform ""Gardons le cap !"" proviing practical advice launched",cantonal,recommendations,,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/COVID-19-deux-nouveaux-instruments-de-soutien-a-la-population-et-une-hotline-unique-pour-toutes-les-questions.html,JB,FK
CH,CH-JU,2020-03-27,,Various cantonal COVID19 hotlines unified to one hotline,cantonal,recommendations,,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/COVID-19-deux-nouveaux-instruments-de-soutien-a-la-population-et-une-hotline-unique-pour-toutes-les-questions.html,JB,FK
CH,CH-JU,2020-03-30,,Hôpital du Jura to be supported 30 soldiers,cantonal,other,,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/Une-trentaine-de-militaires-pour-renforcer-le-systeme-sanitaire-jurassien.html,JB,FK
CH,CH-JU,2020-04-01,,Precision of handling of public tenders during COVID19 outbreak (incl. postponement of non-prioritary tenders),cantonal,other,,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/COVID-19-et-procedures-de-marches-publics.html,JB,FK
CH,CH-JU,2020-04-01,,Offers to prevent domestic violence maintained,cantonal,other,,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/Maintien-du-reseau-habituel-de-prise-en-charge-de-la-violence-domestique-dans-le-canton-du-Jura.html,JB,FK
CH,CH-JU,2020-04-02,,"Three COVID19 consultation centers opened in Saignelégier, Delémont and Alle",cantonal,case_management,,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/COVID-19-trois-centres-de-consultation-dans-les-districts.html,JB,FK
CH,CH-JU,2020-04-02,,"Increased police controls to prevent outdoor gatherings, incl. mounted police",cantonal,other,,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/COVID-19-une-patrouille-equestre-de-police-pour-veiller-a-l-application-des-mesures-protectrices-contre-le-coronavirus-et-preve.html,JB,FK
CH,CH-JU,2020-04-02,,Motocyclists asked not to se their vehicles to avoid risk of accidents,cantonal,other,,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/COVID-19-une-patrouille-equestre-de-police-pour-veiller-a-l-application-des-mesures-protectrices-contre-le-coronavirus-et-preve.html,JB,FK
CH,CH-JU,2020-04-03,,"Daycare centers remain closed, but accessible for children of parents working in essential jobs",cantonal,public_institutions,closure of day care,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/Les-creches-restent-encore-fermees-jusqu-a-nouvel-avis-mais-demeurent-neanmoins-accessibles-pour-certains-enfants.html,JB,FK
CH,CH-JU,2020-03-05,,First case tested and detected,cantonal,case_management,testing,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/Premier-cas-de-coronavirus-confirme-et-nouvelles-regles-sur-la-tenue-des-manifestations-de-moins-de-1000-personnes.html,FK,FK
CH,CH-FR,2020-02-28,,events with less than 1000 persons need authorization,cantonal,mass_gatherings,event permit required,https://www.fr.ch/de/covid19/gesundheit/covid-19/coronavirus-entwicklungen-der-situation,SB,FK
CH,CH-FR,2020-02-28,,events with more than 1000 persons need authorization,cantonal,mass_gatherings,event permit required,https://www.fr.ch/de/covid19/gesundheit/covid-19/coronavirus-entwicklungen-der-situation,SB,FK
CH,CH-FR,2020-03-05,,Die Ausstellung «Küken» des Naturhistorischen Museums Freiburg ist annulliert,cantonal,other,,https://www.fr.ch/de/eksd/kultur-und-tourismus/museen/die-ausstellung-kueken-des-naturhistorischen-museums-freiburg-ist-annulliert,SB,FK
CH,CH-FR,2020-03-06,,Covid-19: Veranstaltung «Intendance/Hauswirtschaft 2020» abgesagt,cantonal,other,,https://www.fr.ch/de/grangeneuve/bildung-und-schulen/berufsbildung/covid-19-veranstaltung-intendancehauswirtschaft-2020-abgesagt,SB,FK
CH,CH-FR,2020-03-06,,events with more than  150 participants are permitted under special conditions,cantonal,mass_gatherings,event permit required,https://www.fr.ch/sites/default/files/2020-03/Directive%20du%20Conseil%20d%27Etat%20du%20%206%20mars%202020%20-%20D_%20manifestations.pdf,SB,FK
CH,CH-FR,2020-03-16,,no in-person teaching in schools,cantonal,public_institutions,closure of schools,https://www.fr.ch/de/eksd/bildung-und-schulen/obligatorische-schule/freiburger-schulen-verbot-des-praesenzunterrichts-ab-montag-den-16-maerz,SB,FK
CH,CH-FR,2020-03-16,,no in-person teaching in universities,cantonal,public_institutions,closure of universities,https://www.fr.ch/de/eksd/bildung-und-schulen/obligatorische-schule/freiburger-schulen-verbot-des-praesenzunterrichts-ab-montag-den-16-maerz,SB,FK
CH,CH-FR,2020-03-17,,sick state employees only need a medical certificate from the sixth daz,cantonal,other,,https://www.fr.ch/sites/default/files/2020-03/de_ACE_Coronavirus_d%C3%A9rogation_RPers.pdf,SB,FK
CH,CH-FR,2020-03-17,,state employees who had contact with an infected person must self quarantine,cantonal,case_management,quarantine and self-quarantine,https://www.fr.ch/sites/default/files/2020-03/de_ACE_Coronavirus_d%C3%A9rogation_RPers.pdf,SB,FK
CH,CH-FR,2020-03-17,,public offices and counters are closed,cantonal,public_institutions,closure of public offices and counters,https://www.fr.ch/sites/default/files/2020-03/de_ACE_Coronavirus_d%C3%A9rogation_RPers.pdf,SB,FK
CH,CH-FR,2020-03-17,,employees of state instutions ordered to close get their salary paid,cantonal,economic,,https://www.fr.ch/sites/default/files/2020-03/de_ACE_Coronavirus_d%C3%A9rogation_RPers.pdf,SB,FK
CH,CH-FR,2020-03-17,,events with more than 50 persons are banned,cantonal,mass_gatherings,ban of events / mass gatherings of > 50 persons,https://www.fr.ch/sites/default/files/2020-03/de_ACT_mesures_contre_COVID-19%20-%20Pour%20la%20FO_PDF.pdf,SB,FK
CH,CH-FR,2020-03-17,,day care centers are closed with some exceptions,cantonal,public_institutions,closure of day care,https://www.fr.ch/sites/default/files/2020-03/de_ACT_mesures_contre_COVID-19%20-%20Pour%20la%20FO_PDF.pdf,SB,FK
CH,CH-FR,2020-03-17,,events with more less 50 persons are allowed with permissions,cantonal,mass_gatherings,event permit required,https://www.fr.ch/sites/default/files/2020-03/de_ACT_mesures_contre_COVID-19%20-%20Pour%20la%20FO_PDF.pdf,SB,FK
CH,CH-FR,2020-03-20,,stores can open from 6 AM to 20 PM to better distance customers,cantonal,other,,https://www.fr.ch/sites/default/files/2020-03/de_CDP_ord_commerce_2020.pdf,SB,FK
CH,CH-FR,2020-03-20,,moving houses is permitted but distancing and hygiene have to be ensured,cantonal,recommendations,,https://www.fr.ch/sites/default/files/2020-03/20200320_OCC_D%C3%A9m%C3%A9nagement-D.pdf,SB,FK
CH,CH-FR,2020-03-20,,the canton can requisit and distribute all resources of private hospitals and clinics,cantonal,other,,https://www.fr.ch/sites/default/files/2020-03/200320_CE_D_nouvelles%20mesures%20lutte%20coronavirus.pdf,SB,FK
CH,CH-FR,2020-03-21,,cantonal public transport is reduced,cantonal,mobility,reduction of public transport,https://www.fr.ch/sites/default/files/2020-03/20200319_CP_Modification%20de%20l%27horaire_coronavirus%20covid-19.pdf,SB,FK
CH,CH-FR,2020-03-23,,municipal assemblies are postponed,cantonal,other,,https://www.fr.ch/sites/default/files/2020-03/200323_de_CDP_OCC_COVID_Communes.pdf,,FK
CH,CH-FR,2020-03-23,,municipal elections are postponed,cantonal,other,,https://www.fr.ch/sites/default/files/2020-03/200323_de_CDP_OCC_COVID_Communes.pdf,,FK
CH,CH-FR,2020-03-23,,municipal offices and counters are closed to the public,cantonal,public_institutions,closure of public offices and counters,https://www.fr.ch/sites/default/files/2020-03/200323_de_CDP_OCC_COVID_Communes.pdf,SB,FK
CH,CH-FR,2020-03-23,,gatherings of more than five people are no longer tolerated,cantonal,mass_gatherings,ban of events / mass gatherings of > 5 persons,https://www.fr.ch/sites/default/files/2020-03/de_20200320_Communiqu%C3%A9_Rassemblement%205%20personnes.pdf,SB,FK
CH,CH-FR,2020-03-23,,municipal authorities of twelve large towns can fine people in gatherings of more than five persons,municipality,mass_gatherings,ban of events / mass gatherings of > 5 persons,https://www.fr.ch/sites/default/files/2020-03/de_200324_CP_D%C3%A9l%C3%A9gation_AO.pdf,SB,FK
CH,CH-FR,2020-03-26,,"recommendations regarding how to dispose of masks, tissues etc",cantonal,recommendations,,https://www.fr.ch/de/covid19/gesundheit/covid-19/nachricht-an-die-oeffentlichkeit-zur-abfallentsorgung,SB,FK
CH,CH-FR,2020-03-26,,people should only go to recycling centers when strictly necessary,cantonal,mobility,stay-at-home recommendation,https://www.fr.ch/de/covid19/gesundheit/covid-19/nachricht-an-die-oeffentlichkeit-zur-abfallentsorgung,SB,FK
CH,CH-FR,2020-03-27,,"at risk persons should receive care at home (like ""spitex"")",cantonal,other,,https://www.fr.ch/sites/default/files/2020-03/de_200327_Personnes_vuln%C3%A9rables.pdf,SB,FK
CH,CH-FR,2020-03-30,,creation of cantonal hotline,cantonal,recommendations,,https://www.fr.ch/de/covid19/gesundheit/covid-19/covid-19-eine-neue-hotline-ueber-die-alle-fragen-der-bevoelkerung-zum-alltag-beantwortet-werden,SB,FK
CH,CH-FR,2020-03-31,,recommendation regarding contacts with sick people at the end of their lifes and of funerals,cantonal,case_management,management of dead bodies,https://fr.ch/de/covid19/gesundheit/covid-19/covid-19-richtlinien-zur-begleitung-der-personen-am-lebensende,SB,FK
CH,CH-FR,2020-03-01,,first case tested and detected,cantonal,case_management,testing,https://www.fr.ch/sites/default/files/2020-03/200301_commf_dsas_covid_cas_fr.pdf,FK,FK
CH,CH-BS,2020-02-28,,prohibition on all organized events in the context of Carnival 2020,cantonal,mass_gatherings,,www.bs.ch/nm/2020-coronavirus-basler-fasnacht-findet-nicht-statt-rr.html,NL,FK
CH,CH-BS,2020-02-28,,recommendation to stay at home when sick and to contact a general practitioner,cantonal,recommendations,,www.bs.ch/nm/2020-coronavirus-basler-fasnacht-findet-nicht-statt-rr.html,NL,FK
CH,CH-BS,2020-02-28,,"recommendation to cough and sneeze in a paper towel or, were that not at hand, in an armpit",cantonal,recommendations,,www.bs.ch/nm/2020-coronavirus-basler-fasnacht-findet-nicht-statt-rr.html,NL,FK
CH,CH-BS,2020-02-28,,recommendation to wash hand several times a day with water and soap or a disinfectant,cantonal,recommendations,,www.bs.ch/nm/2020-coronavirus-basler-fasnacht-findet-nicht-statt-rr.html,NL,FK
CH,CH-BS,2020-02-28,,recommendation to avoid contact with people suffering from acute respiratory diseases,cantonal,recommendations,,www.bs.ch/nm/2020-coronavirus-basler-fasnacht-findet-nicht-statt-rr.html,NL,FK
CH,CH-BS,2020-02-28,,"in case of symptoms, contact a general practitioner or a health service",cantonal,recommendations,,www.bs.ch/nm/2020-coronavirus-basler-fasnacht-findet-nicht-statt-rr.html,NL,FK
CH,CH-BS,2020-02-28,,"in case of symptoms, do not go to medical praxis without direction of a doctor",cantonal,recommendations,,www.bs.ch/nm/2020-coronavirus-basler-fasnacht-findet-nicht-statt-rr.html,NL,FK
CH,CH-BS,2020-02-28,,test are carried out at the Basel University Hospital and at the University Children's hospital in case of children. Do not take public transportation on your way there.,cantonal,case_management,testing,www.bs.ch/nm/2020-coronavirus-basler-fasnacht-findet-nicht-statt-rr.html,NL,FK
CH,CH-BS,2020-02-28,,people that have been in contact with diseased are contacted by the cantonal physician. Quarantine is to be implemented at home,cantonal,recommendations,,www.bs.ch/nm/2020-coronavirus-basler-fasnacht-findet-nicht-statt-rr.html,NL,FK
CH,CH-BS,2020-03-06,,hospital visitors should be pointed out to follow the rules of conduct of the BAG,cantonal,recommendations,,www.bs.ch/nm/2020-coronavirus-empfehlungen-fuer-pflegeheime-sowie-spitaeler-und-kliniken-im-umgang-mit-besucherinnen-und-besuchern-gd.html,NL,FK
CH,CH-BS,2020-03-09,,the Europa-League eight-final of the 19.03.2020 FC Basel - Frankfurt does not take place,cantonal,mass_gatherings,,https://www.bs.ch/nm/2020-coronavirus-europa-league-achtelfinal-vom-19-maerz-2020-findet-nicht-statt-jsd.html,NL,FK
CH,CH-BS,2020-03-16,,all the schools are closed from 16.03.2020 until the summer break,cantonal,public_institutions,closure of schools,https://www.bs.ch/nm/2020-umsetzung-verschaerfter-massnahmen-gegen-das-coronavirus-in-basel-stadt-rr.html,NL,FK
CH,CH-BS,2020-03-13,,meeting of 100 people or more are prohibited,cantonal,mass_gatherings,ban of events / mass gatherings of > 100 persons,https://www.bs.ch/nm/2020-umsetzung-verschaerfter-massnahmen-gegen-das-coronavirus-in-basel-stadt-rr.html,NL,FK
CH,CH-BS,2020-03-13,,restaurant are not allowed to accommodate more than 50 people.,cantonal,private_institutions,restriction of access to private institutions,https://www.bs.ch/nm/2020-umsetzung-verschaerfter-massnahmen-gegen-das-coronavirus-in-basel-stadt-rr.html,NL,FK
CH,CH-BS,2020-03-14,,the cantonal museums and sport facilities are closed starting from 14.03.2020,cantonal,public_institutions,"closure of public places (museums, sports facilities, ..)",https://www.bs.ch/nm/2020-umsetzung-verschaerfter-massnahmen-gegen-das-coronavirus-in-basel-stadt-rr.html,NL,FK
CH,CH-BS,2020-03-15,,the council meeting on 18.03.2020 has been canceled,cantonal,other,,https://www.bs.ch/nm/2020-die-grossratssitzung-vom-18-maerz-ist-abgesagt-gr.html,NL,FK
CH,CH-BS,2020-03-20,,postponement of the cantonal ballot of 17.05.2020,cantonal,other,,https://www.bs.ch/nm/2020-verschiebung-des-kantonalen-urnengangs-vom-17-mai-2020-rr.html,NL,FK
CH,CH-BS,2020-03-20,,Fantasy Basel is postponed to 13.11.2020-15.22.2020,private,other,,https://www.fantasybasel.ch/en/#https://www.fantasybasel.ch/en/visitors/solidarity-support/,NL,FK
CH,CH-BS,2020-03-22,,cantonal collaboration for relocation of patients from neighbouring countries,cantonal,case_management,,https://www.bs.ch/nm/2020-kantone-basel-stadt-basel-landschaft-und-jura-nehmen-schwerstkranke-covid-19-patienten-aus-dem-elsass-auf-gd.html,MBND,FK
CH,CH-BS,2020-03-23,,Zivilschutz,cantonal,other,,https://www.bs.ch/nm/2020-tagesbulletin-coronavirus-376-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,MBND,FK
CH,CH-BS,2020-03-25,,financial support package / bridging loans from banks,cantonal,economic,,https://www.bs.ch/nm/2020-coronavirus-das-untersuetzungsprogramm-fuer-unternehmen-startet-frueher-rr.html,MBND,FK
CH,CH-BS,2020-03-24,,federal financial support package,national,economic,,https://www.bs.ch/nm/2020-coronavirus-das-untersuetzungsprogramm-fuer-unternehmen-startet-frueher-rr.html,MBND,FK
CH,CH-BS,2020-03-26,,parking fees reduced or abolished,cantonal,economic,,https://www.bs.ch/nm/2020-weitere-sofortmassnahmen-im-zusammenhang-mit-dem-coronavirus-rr.html,MBND,FK
CH,CH-BS,2020-03-16,,financial aid for day care centres,cantonal,economic,,https://www.bs.ch/nm/2020-sofortmassnahmen-des-regierungsrats-im-zusammenhang-mit-dem-coronavirus--unterstuetzungsluecke-fuer-selbstaendig-erwerbende-wird-geschlossen-rr.html,MBND,FK
CH,CH-BS,2020-03-24,,extended deadlines for legal proceedings,cantonal,other,,https://www.bs.ch/nm/2020-weitere-sofortmassnahmen-im-zusammenhang-mit-dem-coronavirus-rr.html,MBND,FK
CH,CH-BS,2020-03-17,,parents do not have to pay for childcare services they are not receiving,cantonal,economic,,https://www.bs.ch/nm/2020-weitere-sofortmassnahmen-im-zusammenhang-mit-dem-coronavirus-rr.html,MBND,FK
CH,CH-BS,2020-03-25,,collection of signatures prohibited,cantonal,other,,https://www.bs.ch/nm/2020-weitere-sofortmassnahmen-im-zusammenhang-mit-dem-coronavirus-rr.html,MBND,FK
CH,CH-BS,2020-03-24,,rent payment for locations of shops is waivered for five weeks,cantonal,economic,,https://www.bs.ch/nm/2020-weitere-sofortmassnahmen-im-zusammenhang-mit-dem-coronavirus-rr.html,MBND,FK
CH,CH-BS,2020-03-25,,random checks / inspections of construction sites,cantonal,other,,https://www.bs.ch/nm/2020-tagesbulletin-coronavirus-466-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,MBND,FK
CH,CH-BS,2020-03-26,,reduction of drug addiction / rehabilitation centres,cantonal,public_institutions,ban of access to short- and long-term care facilites,https://www.bs.ch/nm/2020-coronavirus-anpassungen-in-den-naechsten-tagen-bei-den-kontakt--und-anlaufstellen-gd.html,MBND,FK
CH,CH-BS,2020-03-26,,temporary extension of sole drug addiction / rehabilitation centre currently operating,cantonal,other,,https://www.bs.ch/nm/2020-coronavirus-anpassungen-in-den-naechsten-tagen-bei-den-kontakt--und-anlaufstellen-gd.html,MBND,FK
CH,CH-BS,2020-03-20,,cultural fund established (phase 1),cantonal,economic,,https://www.bs.ch/nm/2020-der-regierungsrat-spricht-aus-dem-krisenfonds-10-millionen-franken-fuer-ausfallentschaedigungen-im-kulturbereich-rr.html,MBND,FK
CH,CH-BS,2020-04-01,,financial support for self-employed / wage guarantee,cantonal,economic,,https://www.bs.ch/nm/2020-sofortmassnahmen-des-regierungsrats-im-zusammenhang-mit-dem-coronavirus--unterstuetzungsluecke-fuer-selbstaendig-erwerbende-wird-geschlossen-rr.html,MBND,FK
CH,CH-BS,2020-04-02,,information website launched,cantonal,recommendations,,https://www.bs.ch/nm/2020-tagesbulletin-coronavirus-718-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,MBND,FK
CH,CH-BS,2020-04-02,,boredom fighting initatives launched (baselzuhause.ch),cantonal,other,,https://www.bs.ch/nm/2020-tagesbulletin-coronavirus-718-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,MBND,FK
CH,CH-BS,2020-04-03,,increased ICU and ventilation capacity,cantonal,case_management,,https://www.bs.ch/nm/2020-coronavirus-zwischenstand-vor-den-ostertagen-gd.html,MBND,FK
CH,CH-BS,2020-02-27,,first case tested and detected,cantonal,case_management,testing,https://www.coronavirus.bs.ch/nm/2020-coronavirus-erster-positiver-fall-in-basel-stadt-zweiter-positiv-getesteter-ausserkantonaler-fall-gd.html,FK,FK
CH,CH-BL,2020-03-01,,ban on serving food and drinks in Sissach and Liestal,municipality,private_institutions,closure of private institutions and businesses with close contact,www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/medienmitteilungen/coronavirus-regierungsrat-verfuegt-ein-temporaeres-ausschankverbot-ab-1-maerz-19-00-bis-morgen-2-maerz-2020-06-00-in-liestal-und-sissach/downloads/Temporaeres-Ausschankverbot-Fasnacht-2020_Verfuegung_Medien.pdf/@@download/file/Tempor%C3%A4res-Ausschankverbot-Fasnacht-2020_Verf%C3%BCgung_Medien.pdf,NL,FK
CH,CH-BL,2020-03-02,,temporary disallowance of nuit blance permits in the context of carnival,cantonal,other,,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/coronavirus-regierungsrat-informiert-ueber-die-durchsetzung-des-bundesratsentscheids/pdf/aufhebung-freinachtsbewilligung-fasnacht-2020.pdf/@@download/file/Aufhebung-Freinachtsbewilligung-Fasnacht-2020.pdf,NL,FK
CH,CH-BL,2020-03-16,,"ban on all public, private and religious events, as well as gatherings with more than 50 people",cantonal,mass_gatherings,ban of events / mass gatherings of > 50 persons,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-16,,the council of state can allow events of pubblic interest with more than 50 people,cantonal,mass_gatherings,event permit required,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-16,,"ban on all activities for associations and similar organizations like sport events, trainings and rehersals",cantonal,mass_gatherings,,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-16,,seniors and individuals with comorbidity are recommended not to supervise children,cantonal,recommendations,,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-16,,seniors and individuals with comorbidity are rocommended not to take part in pubblic or private events,cantonal,recommendations,,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-16,,"seniors and individuals with comorbidity are rocommended not to take pubblic transportations except for medical reasons, work or buying groceries",cantonal,recommendations,,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-16,,"public transportations, with exception of SBB and taxis, shall take measures to reduce the places per wagon to a maximum of a half the nominal capacity",cantonal,mobility,reduction of public transport,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-16,,"shops of non-primary necessity, are closed. Areas of non-primary necessity are to delimit and close in larger shops.",cantonal,private_institutions,closure of private institutions and businesses with close contact,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-16,,"restaurants, hotels and many other categories are mandated to cease activities",cantonal,private_institutions,closure of private institutions and businesses with close contact,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-16,,the cantonal hospital of Bruderholz is reference hospital for COVID-19,cantonal,other,,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-16,,hospitals must refrain all immediately necessary operations,cantonal,other,,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-16,,"in hospitals and hospices, the visit of patients at risk is prohibited",cantonal,public_institutions,restriction of access to short- and long-term care facilites,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-16,,cantonal authorities are allowed to requisition necessary tools to handle the emergency,cantonal,other,,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-16,,"where possible, the cantonal administration works in home office",cantonal,public_institutions,closure of public offices and counters,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-16,,the public access to buildings of the cantonal administration is reduced to the minimum,cantonal,public_institutions,closure of public offices and counters,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-16,,orientation days of the army and civil protection are cancelled,cantonal,other,,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/regierungsrat-beschliesst-weitergehende-massnahmen-um-die-ausbreitung-des-coronavirus-einzudaemmen/pdf/weitere-massnahmen-covid19-rrb.pdf/@@download/file/Weitere-Massnahmen-Covid19_RRB.pdf,NL,FK
CH,CH-BL,2020-03-17,,administration closed to the public,cantonal,public_institutions,closure of public offices and counters,https://www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/oeffnungszeiten-und-dienstleistungen-der-kantonalen-verwaltung-und-der-gerichte-im-zusammenhang-mit-dem-coronavirus,MBND,FK
CH,CH-BL,2020-03-18,,army deployed,cantonal,other,,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/medienmitteilungen/zusaetzliche-armee-unterstuetzung-im-bereich-sanitaetsdienst,MBND,FK
CH,CH-BL,2020-03-18,,temporary testing facilities (Abklärungsstationen),cantonal,case_management,testing,https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/medienmitteilungen/abklaerungsstationen-haben-sich-gut-eingespielt,MBND,FK
CH,CH-BL,2020-03-19,,postponement of the swearing in of the Swiss Guard to October 2020,cantonal,other,,www.baselland.ch/politik-und-behorden/regierungsrat/medienmitteilungen/verschiebung-der-vereidigung-der-paepstlichen-schweizergarde-auf-oktober-2020,NL,FK
